,Network,Star Rating,Profit Or Non-Profit,Chain Owned,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted,State_AL,State_AR,State_AS,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_GU,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MP,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_PR,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VI,State_VT,State_WA,State_WI,State_WV,State_WY,Chain Organization_ATLANTIS HEALTHCARE GROUP,Chain Organization_CENTERS FOR DIALYSIS CARE,Chain Organization_CENTRACARE DIALYSIS,Chain Organization_CENTRAL FLORIDA KIDNEY CENTERS,Chain Organization_DAV,Chain Organization_DAVITA,"Chain Organization_DIALYSIS ASSOCIATES, LLC","Chain Organization_DIALYSIS CLINIC, INC.",Chain Organization_DIALYSPA,Chain Organization_DIVERSIFIED SPECIALTY INSTITUTES (DSI),Chain Organization_EMORY DIALYSIS LLC,Chain Organization_FRESENIUS MEDICAL CARE,Chain Organization_FUTURE CARE,Chain Organization_GREENFIELD HEALTH SYSTEMS,Chain Organization_GUNDERSEN LUTHERAN,"Chain Organization_HEMODIALYSIS, INC.",Chain Organization_INDEPENDENT,Chain Organization_INDEPENDENT DIALYSIS FOUNDATION (IDF),Chain Organization_INNOVATIVE DIALYSIS SYSTEMS,Chain Organization_INTERMOUNTAIN HEALTHCARE,Chain Organization_KAISER PERMANENTE,"Chain Organization_KIDNEY CENTER, INC.",Chain Organization_LIBERTY DIALYSIS HAWAII,Chain Organization_MAYO CLINIC DIALYSIS,Chain Organization_NATIONAL RENAL CARE,Chain Organization_NATIONAL RENAL INSTITUTES,Chain Organization_NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI,Chain Organization_NORTHWEST KIDNEY CENTERS,Chain Organization_NRAA,Chain Organization_OLYMPIC PENINSULA KIDNEY CENTERS,Chain Organization_Other,Chain Organization_PHYSICIANS CHOICE DIALYSIS,Chain Organization_PHYSICIANS DIALYSIS,Chain Organization_PUGET SOUND KIDNEY CENTERS,Chain Organization_PURE LIFE RENAL,"Chain Organization_RED ROCKS DIALYSIS, LLC",Chain Organization_RELIANT RENAL CARE,Chain Organization_RENAL ADVANTAGE,Chain Organization_RENAL CARE GROUP INC.,Chain Organization_RENAL CARE PARTNERS,Chain Organization_RENAL RESEARCH INSTITUTE,Chain Organization_RENAL VENTURES MANAGEMENT,Chain Organization_SANFORD HEALTH,Chain Organization_SANKAR NEPHROLOGY GROUP,Chain Organization_SATELLITE DIALYSIS,Chain Organization_SATELLITE HEALTHCARE,Chain Organization_SCOTT & WHITE MEMORIAL HOSPITAL,Chain Organization_STATE OWNED,Chain Organization_TARRANT DIALYSIS CENTERS,Chain Organization_UNIVERSITY OF MICHIGAN,Chain Organization_UNIVERSITY OF UTAH DIALYSIS PROGRAM,Chain Organization_UPMC HEALTH SYSTEM,"Chain Organization_US RENAL CARE, INC.",Chain Organization_VETERANS ADMINISTRATION,Chain Organization_WAKE FOREST UNIVERSITY,Mortality Rate Standardized,Readmission Rate Standardized,Hospitalization Rate Standardized,Standard Infection Ratio Standardized,Transfusion Rate Standardized,Fistula Rate Standardized
638,15,4,1.0,1,0,16,1,1,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,12.0,0.82,16.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09932783319521893,0.00790477944402375,-0.07031235269981208,-0.1944453245893219,-0.19034706397008455,0.04701259852489596
639,15,5,1.0,1,1,17,1,1,0,26.0,0.0,97.0,2.0,7.0,26.0,25.0,26.0,16.0,17.0,0.59,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0886725153461343,-0.7082625064187302,-1.0408318699114876,-0.42936782501240656,-0.8086554461356216,0.737106203488685
640,12,4,1.0,1,0,24,1,1,0,21.0,0.0,96.0,1.0,5.0,17.0,34.0,27.0,17.0,11.0,1.28,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4509131334637258,-0.5129441557288882,-0.20375878631641736,2.208992564354544,0.20897709951182478,-1.3137353549248274
641,18,3,1.0,1,1,17,1,1,0,10.0,0.0,98.0,2.0,7.0,25.0,35.0,17.0,16.0,6.0,0.78,20.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006965397118515544,1.4011756810315636,1.6786446939420616,0.5283931382509385,1.4327124392144501,0.3969192151262542
642,9,3,1.0,1,0,14,1,1,0,21.0,0.0,99.0,1.0,15.0,35.0,29.0,13.0,7.0,27.0,0.82,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8736640442920448,-0.6171139427634706,-0.005611051552367263,-0.5920064791514652,0.3442320581105361,0.7662650882054646
643,6,3,1.0,1,0,21,1,1,0,11.0,0.0,96.0,3.0,13.0,22.0,29.0,21.0,15.0,13.0,0.65,13.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2170729422287263,0.5938598315135497,-0.3513586295590266,-0.14023243987630232,-0.7184854737364808,0.34832107393162126
644,13,2,1.0,1,0,16,1,0,0,18.0,0.0,92.0,18.0,7.0,18.0,33.0,17.0,25.0,23.0,0.82,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22197386817260514,-2.1145546313855927,0.8698784295989986,0.09469006054678229,-0.19034706397008455,-0.9638287383234698
645,13,4,0.0,0,0,8,1,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,12.0,0.62,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39943270904615175,-0.7603473999360212,-0.12490407554296859,3.998017759884189,-0.19034706397008455,0.04701259852489596
646,9,3,1.0,1,0,9,1,1,1,32.0,0.0,92.0,2.0,8.0,29.0,29.0,20.0,15.0,19.0,0.82,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14020984485434768,-0.22647724138378672,0.8617907669555679,-0.10409051673428929,0.7435562215924454,0.21224627858664835
647,4,1,0.0,0,0,13,1,1,0,18.0,0.0,92.0,6.0,12.0,22.0,26.0,23.0,16.0,29.0,2.87,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4182075241364229,0.5808386081342267,0.3118297072022853,-0.1944453245893219,-0.055092105371373226,-2.1204644987557346
648,9,4,1.0,1,0,16,1,1,1,30.0,0.0,95.0,2.0,4.0,17.0,29.0,25.0,24.0,11.0,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43456032880007467,-0.44783803883227424,-0.6162295811313796,0.7091027539610035,-1.0727246510188198,0.3871995868873268
649,1,5,1.0,1,0,22,1,1,0,19.0,0.0,99.0,0.0,8.0,23.0,32.0,20.0,17.0,9.0,2.38,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3037378914908626,0.29437169378912525,0.6029855623657882,-0.6100774407224716,0.9754218649045217,1.5827138602752977
650,6,5,1.0,1,0,12,1,0,0,25.0,0.0,99.0,1.0,10.0,25.0,30.0,22.0,13.0,2.0,0.82,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4975495370280604,-1.9062150573164276,-0.7982019906085688,0.5826060229639579,2.9913648192567415,1.4466390649303262
651,9,4,1.0,1,0,15,1,0,0,18.0,0.0,96.0,4.0,4.0,17.0,21.0,25.0,33.0,12.0,0.82,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.789421105456528,0.00790477944402375,-0.07031235269981208,-0.1944453245893219,-0.19034706397008455,0.04701259852489596
652,6,4,1.0,1,0,28,1,0,0,7.0,0.0,97.0,0.0,5.0,23.0,30.0,28.0,15.0,6.0,0.74,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3478953795379385,0.11207456647860624,0.41696932156688327,0.2392577531148343,-0.28051703636922526,-0.7305576605892317
653,1,4,1.0,1,0,16,1,0,0,10.0,0.0,98.0,1.0,7.0,19.0,25.0,29.0,20.0,5.0,2.15,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4018547194727718,-1.1640053246950282,-0.17747388272526815,0.510322176679932,0.48592772902347164,-0.5458847240496257
654,18,4,1.0,1,0,32,1,0,0,18.0,0.0,97.0,1.0,7.0,24.0,33.0,21.0,15.0,12.0,1.0,21.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69130427747462,-0.17439234786649524,1.2257355859099464,-0.10409051673428929,-0.7893333091929485,0.8148632294000976
655,4,4,1.0,1,0,2,1,1,1,18.0,0.0,98.0,0.0,0.0,18.0,39.0,32.0,11.0,12.0,0.82,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09932783319521893,0.00790477944402375,-0.07031235269981208,-0.1944453245893219,-0.19034706397008455,0.04701259852489596
656,10,5,1.0,1,0,15,1,0,0,18.0,0.0,98.0,2.0,9.0,23.0,26.0,25.0,16.0,12.0,0.79,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9578500780369223,-0.7994110700739897,-1.0934016770937867,0.2934706378278539,-1.0856060756472683,0.3774799586484007
657,2,2,0.0,0,0,7,1,1,0,18.0,0.0,100.0,4.0,12.0,30.0,33.0,22.0,3.0,32.0,0.82,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4484911230371063,0.19020190675454277,1.793893886610948,5.624404301274774,-0.19034706397008455,-1.8774737927825695
658,2,5,0.0,0,1,8,1,0,0,18.0,0.0,98.0,1.0,9.0,31.0,27.0,25.0,8.0,3.0,1.84,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.284906171309952,-1.4895359091780982,1.2944807183791067,0.9259542928130815,-0.19034706397008455,0.5913117799047861
659,9,4,1.0,0,0,12,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,12.0,0.82,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09932783319521893,0.00790477944402375,-0.07031235269981208,-0.1944453245893219,-0.19034706397008455,0.04701259852489596
660,8,4,1.0,1,0,15,1,1,0,2.0,0.0,100.0,0.0,5.0,13.0,35.0,26.0,21.0,9.0,0.41,20.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69130427747462,-0.6822200596600847,-0.5414187016796465,-1.1160643647106538,-0.8988254185347625,-2.635604795418844
661,6,4,1.0,1,0,3,0,1,1,18.0,0.0,98.0,2.0,8.0,23.0,43.0,19.0,7.0,10.0,0.82,17.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.9578500780369223,-2.5442550029032445,-0.6445364003833869,-0.1944453245893219,-0.19034706397008455,-1.197099816057708
662,6,3,1.0,1,0,25,1,1,1,9.0,0.0,96.0,3.0,5.0,24.0,39.0,16.0,16.0,21.0,1.44,21.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.17291545418165052,-0.5910714960048252,-0.856837544773441,-0.15830340144730887,0.022196442399318863,-0.30289401807646094
663,9,2,1.0,1,0,10,1,0,0,43.0,0.0,92.0,5.0,7.0,26.0,19.0,28.0,20.0,15.0,0.82,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8875379334384372,-0.13532867772852722,-1.8192693993416857,0.40189640725389286,0.6920305230786507,-0.47784732637714006
664,10,4,1.0,1,0,0,0,1,1,25.0,0.0,98.0,1.0,8.0,24.0,25.0,29.0,15.0,12.0,0.82,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1867893433280432,-2.687488460075796,-1.7444585198899525,-0.1944453245893219,-0.3578055841399175,0.04701259852489596
665,16,2,0.0,1,0,0,0,1,0,18.0,0.0,98.0,3.0,7.0,29.0,35.0,22.0,7.0,12.0,2.72,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0322342598940417,-0.9296233038672177,2.566265669058573,-0.1944453245893219,-0.19034706397008455,0.04701259852489596
666,13,4,1.0,1,1,12,1,0,0,21.0,0.0,96.0,0.0,7.0,25.0,24.0,25.0,18.0,18.0,0.82,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4647870226101185,-0.27856213490107773,-0.13905748516897254,0.022406214262756196,-0.28051703636922526,-0.30289401807646094
667,9,3,0.0,1,0,22,1,1,0,9.0,3.0,98.0,3.0,11.0,24.0,25.0,24.0,17.0,19.0,0.0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0396141013551798,-0.005116443935299233,0.2552160686982707,1.5222960246562964,0.2540620857113954,-0.17653885097041544
668,13,4,1.0,1,1,25,1,1,1,36.0,0.0,99.0,0.0,6.0,18.0,30.0,25.0,22.0,8.0,1.1,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9063696536193477,0.5287537146169358,-0.07637809968238528,-0.1944453245893219,0.4794870167092474,0.4455173563208872
669,7,3,1.0,1,1,21,1,0,0,32.0,0.0,97.0,1.0,9.0,25.0,37.0,19.0,11.0,13.0,1.1,10.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4321383183734546,1.5704515849627596,2.178057862173903,0.618747946105971,1.4584752884713474,-0.17653885097041544
670,10,5,1.0,1,0,12,1,0,0,23.0,0.0,97.0,2.0,9.0,23.0,27.0,27.0,13.0,10.0,1.13,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48113982727377,-0.8514959635912812,-1.2511110986406841,-0.1944453245893219,-0.6734004875369104,1.1064520765678953
671,6,3,0.0,1,1,38,1,0,0,13.0,0.0,97.0,1.0,9.0,21.0,29.0,31.0,11.0,11.0,1.72,22.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07237661577312186,0.5287537146169358,0.49178020101861697,-0.35708397872838055,0.33135063348208743,-1.2262587007744874
