,Network,Five Star,Profit Or Non-Profit,Chain Owned,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted,State_AL,State_AR,State_AS,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_GU,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MP,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_PR,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VI,State_VT,State_WA,State_WI,State_WV,State_WY,Chain Organization_ATLANTIS HEALTHCARE GROUP,Chain Organization_CENTERS FOR DIALYSIS CARE,Chain Organization_CENTRACARE DIALYSIS,Chain Organization_CENTRAL FLORIDA KIDNEY CENTERS,Chain Organization_DAVITA,"Chain Organization_DIALYSIS ASSOCIATES, LLC","Chain Organization_DIALYSIS CLINIC, INC.",Chain Organization_DIALYSPA,Chain Organization_DIVERSIFIED SPECIALTY INSTITUTES (DSI),Chain Organization_DREILING MEDICAL MANAGEMENT,Chain Organization_FRESENIUS MEDICAL CARE,Chain Organization_FUTURE CARE,Chain Organization_GAMBRO HEALTHCARE,Chain Organization_GREENFIELD HEALTH SYSTEMS,Chain Organization_GUNDERSEN LUTHERAN,"Chain Organization_HEMODIALYSIS, INC.",Chain Organization_INDEPENDENT,Chain Organization_INDEPENDENT DIALYSIS FOUNDATION (IDF),Chain Organization_INNOVATIVE DIALYSIS SYSTEMS,Chain Organization_INTERMOUNTAIN HEALTHCARE,Chain Organization_KAISER PERMANENTE,"Chain Organization_KIDNEY CENTER, INC.",Chain Organization_LIBERTY DIALYSIS HAWAII,Chain Organization_MAYO CLINIC DIALYSIS,Chain Organization_NATIONAL RENAL CARE,Chain Organization_NATIONAL RENAL INSTITUTES,Chain Organization_NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI,Chain Organization_NORTHWEST KIDNEY CENTERS,Chain Organization_NRAA,Chain Organization_OLYMPIC PENINSULA KIDNEY CENTERS,Chain Organization_Other,Chain Organization_PHYSICIANS CHOICE DIALYSIS,Chain Organization_PHYSICIANS DIALYSIS,Chain Organization_PUGET SOUND KIDNEY CENTERS,Chain Organization_PURE LIFE RENAL,"Chain Organization_RED ROCKS DIALYSIS, LLC",Chain Organization_RELIANT RENAL CARE,Chain Organization_RENAL ADVANTAGE,Chain Organization_RENAL CARE GROUP INC.,Chain Organization_RENAL CARE PARTNERS,Chain Organization_RENAL RESEARCH INSTITUTE,Chain Organization_RENAL VENTURES MANAGEMENT,Chain Organization_SANFORD HEALTH,Chain Organization_SANKAR NEPHROLOGY GROUP,Chain Organization_SATELLITE DIALYSIS,Chain Organization_SATELLITE HEALTHCARE,Chain Organization_SCOTT & WHITE MEMORIAL HOSPITAL,Chain Organization_STATE OWNED,Chain Organization_TARRANT DIALYSIS CENTERS,Chain Organization_UNIVERSITY OF MICHIGAN,Chain Organization_UNIVERSITY OF UTAH DIALYSIS PROGRAM,Chain Organization_UPMC HEALTH SYSTEM,"Chain Organization_US RENAL CARE, INC.",Chain Organization_VETERANS ADMINISTRATION,Chain Organization_WAKE FOREST UNIVERSITY,Mortality Rate Standardized,Readmission Rate Standardized,Hospitalization Rate Standardized,Standard Infection Ratio Standardized,Transfusion Rate Standardized,Fistula Rate Standardized
2258,6,4,1,1,1,15,1,1,0,24.0,0.0,98.0,7.0,4.0,20.0,22.0,31.0,22.0,13.0,21.8,137.2,0.0,14.8,68.6,8.0,0.9983750912186796,30.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6012152623383102,-0.6809040038080554,-1.031663015504573,-1.2368486087667767,-0.3934905201617644,0.5409099835532944
2259,13,5,1,1,0,8,1,1,0,8.0,0.0,99.0,0.0,4.0,20.0,44.0,19.0,12.0,18.6,16.9,141.6,1.33,0.0,63.0,4.0,1.16,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6219751751093713,-1.3495279613780502,-0.9399865109343539,0.9627126894200672,-1.3547680986009158,0.0020899383017468354
2260,17,3,0,1,0,12,1,0,0,3.0,0.0,88.0,5.0,7.0,16.0,22.0,27.0,28.0,16.5,27.7,138.2,0.0,11.0,60.3,13.0,0.9983750912186796,8.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9891902078202236,0.12417382265377458,-1.0108274462840687,-1.2368486087667767,-0.6403050335447898,-0.2576982978016784
2261,1,5,1,1,0,16,1,1,1,28.0,0.0,98.0,0.0,6.0,24.0,38.0,17.0,15.0,19.7,27.8,172.8,0.22,16.0,75.3,8.0,0.9983750912186796,18.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4296244436894016,0.13781920954295834,-0.2899167512546188,-0.8730114015479005,-0.3155490948829143,1.1855696805506826
2262,8,3,1,1,0,40,1,1,1,23.0,0.0,96.0,1.0,11.0,24.0,23.0,25.0,16.0,19.9,33.7,224.2,0.86,7.1,59.9,22.0,0.6,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39465158343122536,0.9428970360047888,0.7810315066793028,0.18542411036155826,-0.8936146657010527,-0.2961854438910746
2263,3,3,1,1,0,19,1,1,1,24.0,0.0,98.0,1.0,10.0,23.0,31.0,24.0,12.0,24.1,25.3,187.6,0.58,33.1,59.2,12.0,2.12,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33977848199047916,-0.20331546268663073,0.01844967320884479,-0.27764142609882997,0.7951162153407,-0.36353794954751767
2264,10,3,1,1,0,12,1,1,1,20.0,0.0,92.0,8.0,6.0,28.0,31.0,20.0,15.0,24.6,38.2,262.3,0.55,17.4,76.2,19.0,0.41,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42721063263592013,1.556939446018049,1.5748666939805178,-0.3272555907195857,-0.2246174320575893,1.2721657592518247
2265,11,4,1,1,1,20,1,0,0,12.0,0.0,99.0,0.0,8.0,24.0,30.0,19.0,18.0,21.9,35.2,237.4,1.7,10.6,61.1,9.0,2.24,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04492298084946153,1.1475778393425422,1.05606102038996,1.5746207197427227,-0.6662855086377399,-0.18072400562288543
2266,4,4,1,1,0,13,1,0,0,20.0,0.0,98.0,3.0,9.0,24.0,27.0,29.0,11.0,21.8,22.9,158.2,0.81,28.5,78.1,14.0,0.9983750912186796,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06240941097854935,-0.5308047480270365,-0.5941160618739824,0.10273383599363191,0.4963407517717744,1.4549797031764564
2267,6,4,1,1,0,25,1,1,0,12.0,0.0,97.0,1.0,8.0,23.0,25.0,24.0,19.0,23.2,33.4,155.6,0.29,6.6,65.0,15.0,0.0,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18240061082868506,0.9019608753372376,-0.6482885418472935,-0.7572450174328034,-0.9260902595672403,0.19452566874872831
2268,9,5,1,1,0,20,1,0,0,13.0,0.0,100.0,1.0,8.0,29.0,33.0,16.0,13.0,19.4,39.7,188.2,0.64,12.6,67.1,9.0,0.9983750912186796,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48208373407666627,1.7616202493558024,0.03095101474114726,-0.17841309685731813,-0.5363831331729897,0.3965831857180583
2269,13,4,1,1,0,12,1,1,0,18.0,0.0,98.0,2.0,10.0,22.0,32.0,20.0,17.0,29.5,24.4,147.6,1.19,22.6,67.8,5.0,0.9983750912186796,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2840457089612412,-0.3261239446892831,-0.814973095611328,0.7311799211898729,0.1131287441507614,0.4639356913745021
2270,13,2,0,0,0,6,1,1,0,19.822157434402328,0.22326223722571736,98.0,1.0,4.0,13.0,26.0,36.0,21.0,21.4,26.78999412283273,72.0,0.7478803391457355,20.858249801113786,50.0,35.0,0.9983750912186796,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1323551314949025,-7.756504424596392e-15,-2.3901421286814544,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2487423096036327
2271,7,3,1,1,0,19,1,1,1,17.0,0.0,93.0,0.0,4.0,17.0,35.0,26.0,17.0,24.5,29.3,224.0,1.05,31.8,59.5,10.0,0.53,10.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40972420250683167,0.34250001288071175,0.7768643928352021,0.4996471529596789,0.7106796712886123,-0.3346725899804707
2272,6,5,0,1,0,23,1,0,0,8.0,0.0,98.0,3.0,12.0,23.0,26.0,27.0,12.0,17.6,15.2,131.5,0.0,1.9,54.7,10.0,0.9983750912186796,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7968394764002532,-1.5814995384941706,-1.1504257600614474,-1.2368486087667767,-1.2313608419094033,-0.796518343053226
2273,18,3,1,1,0,21,1,1,0,9.0,0.0,96.0,2.0,11.0,24.0,34.0,18.0,14.0,21.6,25.3,299.9,0.12,28.3,68.4,11.0,2.03,34.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0973822712367256,-0.20331546268663073,2.3582840966714795,-1.0383919502837533,0.48335051422529945,0.5216664105085974
2274,10,3,1,1,0,31,1,0,0,24.0,0.0,98.0,0.0,11.0,24.0,29.0,25.0,12.0,20.9,9.7,150.5,1.1,15.5,52.2,33.0,0.73,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21978728214034343,-2.3319958173992665,-0.7545499448718653,0.5823374273276054,-0.34802468874910186,-1.0370630061119528
2275,3,2,1,1,0,28,1,1,0,3.0,0.0,96.0,1.0,9.0,26.0,30.0,26.0,9.0,39.6,14.6,219.7,0.11,53.8,44.0,37.0,0.88,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0501751519991487,-1.663371859829272,0.6872714451870333,-1.0549300051573387,2.139605801400864,-1.8260495009445772
2276,6,3,1,1,0,21,1,1,1,26.0,0.0,98.0,1.0,4.0,20.0,25.0,30.0,21.0,20.1,23.4,202.4,0.58,21.5,63.0,14.0,1.22,21.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35967872317304844,-0.4625778135811187,0.32681609767230896,-0.27764142609882997,0.04168243764514871,0.0020899383017468354
2277,16,3,1,1,1,39,1,1,1,14.0,1.0,96.0,2.0,5.0,21.0,34.0,24.0,17.0,24.6,17.3,134.1,0.51,29.2,58.7,17.0,0.47,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42721063263592013,-1.2949464138213156,-1.0962532800881364,-0.3934078102139269,0.541806583184437,-0.41164688215926304
2278,7,3,1,1,0,22,1,1,1,13.0,0.0,97.0,0.0,7.0,24.0,31.0,22.0,16.0,18.3,35.5,335.0,0.74,21.2,63.2,16.0,0.9983750912186796,7.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674434465496636,1.1885140000100924,3.0896125763111817,-0.013032548121465235,0.022197081325436133,0.021333511346445257
2279,3,5,1,1,1,21,1,1,1,6.0,0.0,99.0,2.0,8.0,27.0,30.0,25.0,9.0,16.5,26.3,169.5,0.56,23.1,81.2,8.0,3.09,34.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9891902078202236,-0.0668615937947951,-0.3586741296822833,-0.31071753584600037,0.14560433801694897,1.7532550853692785
2280,3,4,1,1,1,19,1,1,0,5.0,0.0,99.0,1.0,9.0,28.0,32.0,20.0,12.0,16.8,27.5,162.2,0.17,17.7,54.8,6.0,1.91,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9367309174329589,0.09688304887540755,-0.510773784991965,-0.9557016759158268,-0.2051320757378767,-0.7868965565308774
2281,13,3,1,1,0,17,1,1,1,21.0,0.0,99.0,2.0,7.0,23.0,31.0,16.0,23.0,26.0,15.9,158.0,1.22,35.9,59.8,14.0,0.79,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6720206544431545,-1.4859818302698855,-0.598283175718083,0.7807940858106287,0.9769795409913501,-0.3058072304134238
2282,11,5,1,1,0,16,1,1,1,9.0,0.0,97.0,2.0,10.0,23.0,25.0,24.0,18.0,15.6,16.4,125.3,1.46,0.0,65.8,7.0,0.44,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1465680789820174,-1.417754895823968,-1.2796062892285742,1.1777074027766756,-1.3547680986009158,0.2714999609275206
2283,12,4,1,1,0,8,1,1,0,19.822157434402328,0.22326223722571736,100.0,0.0,14.0,37.0,31.0,14.0,3.0,25.6,20.0,205.2,0.0,20.858249801113786,63.8,14.0,0.9983750912186796,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602074933926802,-0.9265209678133596,0.3851556914897207,-1.2368486087667767,1.1537648655557416e-15,0.07906423048053915
2284,9,3,1,1,0,13,1,0,0,19.822157434402328,0.22326223722571736,96.6156920799408,2.101332593003886,8.095079695079695,24.658073458073453,31.062785862785862,21.98655578655579,14.193485793485793,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,62.97827910339826,12.543167028199566,0.9983750912186796,18.93018946781831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2989711985130185e-14
2285,3,3,1,1,0,16,1,1,0,9.0,0.0,100.0,4.0,11.0,29.0,26.0,24.0,11.0,16.3,32.6,209.9,0.4,29.9,67.0,10.0,0.97,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0241630680783997,0.7927977802237695,0.48308286682609136,-0.5753264138233651,0.5872724145970994,0.38696139919570977
2286,16,5,1,1,0,15,1,1,1,18.0,0.0,98.0,1.0,9.0,25.0,30.0,25.0,11.0,23.3,17.2,129.2,0.0,13.2,74.2,12.0,1.29,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19988704095777352,-1.3085918007104995,-1.1983475692686076,-1.2368486087667767,-0.49741242053356466,1.0797300288048433
2287,7,4,1,1,1,25,1,0,0,16.0,0.0,94.0,2.0,7.0,23.0,25.0,27.0,18.0,18.4,25.6,176.4,0.6,12.8,71.9,8.0,0.35,16.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6569480353675482,-0.16237930201907994,-0.21490870206080334,-0.24456531635165935,-0.5233928956265146,0.8584289387908149
2288,7,1,1,0,0,22,1,1,0,68.0,0.0,83.0,6.0,3.0,24.0,33.0,24.0,16.0,19.3,44.4,280.0,0.67,83.6,61.2,29.0,0.43,14.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4995701642057541,2.402953433147429,1.943656269183444,-0.1287989322365622,4.075151195825642,-0.17110221910053622
